,0,1,2,3,4,5,6,7,8,9
0,0.4825,0.5225,0.8175,0.93,0.8375,0.9475,0.8275,0.8925,0.795,0.51
1,0.94,0.935,0.93,0.89,0.9225,0.93,0.94,0.9075,0.8975,0.9375
2,0.9425,0.945,0.94,0.905,0.92,0.9325,0.9375,0.93,0.91,0.9225
3,0.94,0.94,0.9475,0.905,0.9175,0.9175,0.9375,0.93,0.91,0.8975
4,0.94,0.9475,0.95,0.905,0.9075,0.9175,0.9375,0.9375,0.92,0.9175
5,0.94,0.95,0.95,0.905,0.9075,0.9075,0.9375,0.93,0.9175,0.92
6,0.9375,0.95,0.9475,0.9025,0.9075,0.9075,0.9325,0.935,0.9175,0.92
7,0.94,0.9475,0.9275,0.915,0.91,0.9075,0.93,0.9375,0.9025,0.92
8,0.94,0.95,0.9125,0.915,0.9225,0.9125,0.93,0.9375,0.8925,0.915
9,0.94,0.9425,0.9375,0.915,0.925,0.9225,0.93,0.94,0.89,0.9175
10,0.9475,0.945,0.94,0.915,0.925,0.9225,0.9425,0.94,0.91,0.92
11,0.9475,0.945,0.94,0.915,0.925,0.9275,0.9425,0.9425,0.91,0.92
12,0.9475,0.945,0.94,0.915,0.925,0.9425,0.94,0.9425,0.92,0.92
13,0.9475,0.9425,0.94,0.9275,0.93,0.9425,0.94,0.95,0.92,0.92
14,0.945,0.9325,0.9325,0.925,0.925,0.9475,0.94,0.9475,0.92,0.92
15,0.9475,0.9475,0.94,0.9225,0.935,0.955,0.9375,0.955,0.9275,0.92
16,0.9475,0.9325,0.94,0.9225,0.935,0.9675,0.935,0.955,0.9275,0.92
17,0.945,0.94,0.9375,0.925,0.935,0.9575,0.9375,0.955,0.94,0.9175
18,0.945,0.9425,0.94,0.9225,0.945,0.96,0.9375,0.9575,0.9375,0.9175
19,0.945,0.94,0.935,0.9225,0.9625,0.97,0.935,0.9575,0.94,0.9175
20,0.945,0.95,0.94,0.9225,0.965,0.97,0.935,0.96,0.93,0.92
21,0.9475,0.945,0.94,0.9225,0.9675,0.975,0.935,0.955,0.94,0.9175
22,0.9475,0.945,0.94,0.925,0.945,0.9675,0.94,0.9575,0.935,0.9175
23,0.9475,0.945,0.94,0.915,0.9525,0.975,0.9425,0.955,0.935,0.92
24,0.9475,0.95,0.94,0.9175,0.95,0.9775,0.9425,0.955,0.935,0.9175
25,0.9475,0.9425,0.94,0.9175,0.945,0.97,0.9425,0.955,0.9325,0.9175
26,0.9475,0.9425,0.94,0.915,0.945,0.9725,0.9425,0.955,0.935,0.9175
27,0.9475,0.945,0.94,0.9175,0.945,0.9725,0.9425,0.9575,0.935,0.92
28,0.9475,0.9275,0.94,0.9175,0.945,0.9725,0.9425,0.9575,0.935,0.9175
29,0.945,0.9325,0.94,0.9175,0.9475,0.9675,0.945,0.9575,0.9325,0.92
30,0.9475,0.935,0.94,0.9175,0.945,0.9725,0.9425,0.9575,0.9325,0.92
31,0.9475,0.9325,0.94,0.9175,0.9475,0.975,0.9425,0.9575,0.9325,0.92
32,0.9475,0.94,0.94,0.9175,0.945,0.9725,0.9425,0.9575,0.9375,0.92
33,0.9475,0.935,0.94,0.9175,0.945,0.9725,0.9325,0.9575,0.9325,0.92
34,0.9475,0.9425,0.94,0.9175,0.945,0.9725,0.9425,0.9575,0.935,0.92
35,0.9475,0.945,0.94,0.9175,0.9475,0.97,0.93,0.9575,0.9325,0.92
36,0.9475,0.945,0.94,0.9175,0.945,0.9725,0.9425,0.9575,0.9325,0.92
37,0.9475,0.945,0.94,0.9175,0.945,0.9725,0.9425,0.9575,0.9325,0.92
38,0.9475,0.9375,0.94,0.9175,0.945,0.97,0.94,0.9575,0.9325,0.92
39,0.9475,0.9525,0.94,0.9175,0.945,0.9725,0.935,0.9575,0.9325,0.92
40,0.9475,0.9525,0.94,0.915,0.9475,0.97,0.94,0.9575,0.9275,0.92
41,0.9475,0.95,0.94,0.915,0.9425,0.97,0.94,0.9575,0.925,0.9175
42,0.9475,0.95,0.94,0.9175,0.965,0.9725,0.9425,0.9575,0.93,0.92
43,0.9475,0.95,0.94,0.9175,0.9475,0.97,0.9425,0.9575,0.9275,0.92
44,0.9475,0.95,0.94,0.9175,0.9525,0.9675,0.9425,0.9575,0.9275,0.92
45,0.9475,0.9525,0.9425,0.9175,0.9525,0.9675,0.9425,0.9575,0.9275,0.9175
46,0.9475,0.95,0.9375,0.915,0.9525,0.9675,0.9425,0.9575,0.93,0.9175
47,0.9475,0.95,0.9425,0.915,0.9525,0.9675,0.9425,0.9575,0.93,0.9175
48,0.9475,0.945,0.94,0.915,0.9475,0.9675,0.94,0.9575,0.9275,0.9175
49,0.9475,0.9525,0.9425,0.915,0.95,0.9675,0.9425,0.9575,0.9275,0.9175
50,0.9475,0.9525,0.945,0.915,0.9475,0.97,0.94,0.9575,0.9275,0.9175
51,0.9475,0.9525,0.945,0.915,0.9475,0.97,0.9425,0.9575,0.9275,0.9175
52,0.9425,0.9525,0.955,0.915,0.9475,0.9675,0.9425,0.9575,0.9225,0.915
53,0.94,0.9525,0.9575,0.915,0.9475,0.965,0.9425,0.9575,0.9225,0.9175
54,0.9325,0.9525,0.965,0.915,0.9525,0.9675,0.9425,0.9575,0.9225,0.9175
55,0.935,0.9475,0.965,0.915,0.9475,0.975,0.9425,0.9575,0.9275,0.9175
56,0.935,0.95,0.965,0.9125,0.945,0.975,0.94,0.9575,0.9225,0.915
57,0.9325,0.945,0.9675,0.9125,0.9525,0.975,0.9425,0.955,0.9225,0.9175
58,0.935,0.95,0.965,0.915,0.9525,0.975,0.9425,0.935,0.9225,0.9175
59,0.935,0.9475,0.9625,0.915,0.945,0.9775,0.9425,0.9375,0.9225,0.9175
60,0.9325,0.9475,0.9625,0.915,0.945,0.98,0.9425,0.9375,0.9225,0.9125
